DepMap_ID,stripped_cell_line_name,CCLE_Name,alias,COSMIC_ID,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,disease,disease_subtype,age,Sanger_model_ID,additional_info
ACH-001064,EB2,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906846.0,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,Female,ATCC,,,,,,CVCL_1186,ovary,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",7.0,SIDM00863,
ACH-001065,EVSAT,EVSAT_BREAST,,906862.0,breast,breast_carcinoma,,,Female,,,,,,,CVCL_1207,ascites,Metastasis,Breast Cancer,Carcinoma,,SIDM01042,
ACH-001066,EWS834,EWS834_BONE,,,bone,Ewing_sarcoma,,,Unknown,,,,,,,CVCL_AW95,bone,,Bone Cancer,Ewings Sarcoma,,,
ACH-001067,F5,F5_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,meningioma,,,Male,Academic lab,2.0,-3.377245283,Adherent,RPMI; 10% FBS,44.7,CVCL_V616,central_nervous_system,,Brain Cancer,Meningioma,,,
ACH-001068,FEPD,FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Female,Academic lab,,,,,,CVCL_H614,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,
ACH-001071,GLC82,GLC82_LUNG,GLC-82,,lung,NSCLC,NSCLC_adenocarcinoma,,Female,ICLC,,,,,,CVCL_3371,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58.0,,
ACH-001072,GRM,GRM_SKIN,PSN1,,skin,melanoma,,,Male,,,,,,,CVCL_2451,skin,,Skin Cancer,Melanoma,36.0,SIDM00468,
ACH-001075,NCIH292,NCIH292_LUNG,H292,753604.0,lung,NSCLC,NSCLC_mucoepidermoid,,Female,ATCC,1.0,-2.940342633,Adherent,RPMI; 10% FBS,29.4,CVCL_0455,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",32.0,SIDM00493,
ACH-001078,HCC1588,HCC1588_LUNG,,,lung,NSCLC,NSCLC_squamous,,Female,KCLB,,,,,,CVCL_A351,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",63.0,,
ACH-001079,HCC1897,HCC1897_LUNG,,,lung,NSCLC,NSCLC_squamous,,Male,Academic lab,,,,,,CVCL_V578,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,
ACH-001081,HCC2998,HCC2998_LARGE_INTESTINE,,905971.0,colorectal,colorectal_adenocarcinoma,,,Unknown,,,,,,,CVCL_1266,large_intestine,,Colon/Colorectal Cancer,,,SIDM00118,
ACH-001084,HCT8,HCT8_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,,Male,,,,,,,CVCL_2478,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,67.0,SIDM00786,
ACH-001086,HELA,HELA_CERVIX,HeLa,1298134.0,cervix,cervical_carcinoma,,,Female,ATCC,,,,,,CVCL_0030,cervix,,Cervical Cancer,Carcinoma,,SIDM00846,
ACH-001087,HK2,HK2_KIDNEY,,,engineered_kidney,,,,Unknown,Academic lab,,,,,,CVCL_0302,kidney,,Engineered,,,,
ACH-001088,HLC1,HLC1_LUNG,HLC-1,,lung,NSCLC,NSCLC_adenocarcinoma,,Unknown,,,,,,,CVCL_5529,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,
ACH-001089,HLE,HLE_LIVER,,907057.0,liver,hepatocellular_carcinoma,,,Male,HSRRB,,,,,,CVCL_1281,liver,,Liver Cancer,Hepatocellular Carcinoma,68.0,SIDM00064,
ACH-001090,HN,HN_UPPER_AERODIGESTIVE_TRACT,,907059.0,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Male,DSMZ,,,,,,CVCL_1283,lymph_node,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",60.0,SIDM01061,
ACH-001091,HRT18,HRT18_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,MSI,Male,,,,,,,CVCL_2514,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,67.0,SIDM00788,
ACH-001092,HS571T,HS571T_OVARY,,,ovary,ovary_carcinoma,,,Unknown,,,,,,,CVCL_0802,ovary,Primary,Ovarian Cancer,Carcinoma,,,
ACH-001093,HS604T,HS604T_FIBROBLAST,,,fibroblast,fibroblast_lymphocyte,,,Male,ATCC,,,,,,CVCL_0816,lymph_node,,Fibroblast,Lymphoma,21.0,,
ACH-001094,HTK,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Female,ECACC,,,,,,CVCL_2522,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,SIDM00805,
ACH-001096,JR,JR_SOFT_TISSUE,JR-1,,soft_tissue,rhabdomyosarcoma,,,Unknown,Academic lab,2.0,-3.5383790669999997,Adherent,RPMI;10% FBS;,52.4,CVCL_RT33,soft_tissue,,Sarcoma,Rhabdomyosarcoma,,,
ACH-001097,KARPAS384,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Male,Academic lab,,,,,,CVCL_2541,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,
ACH-001098,KCIMOH1,KCIMOH1_PANCREAS,,,pancreas,exocrine,exocrine_adenocarcinoma,,Female,DSMZ,,,,,,CVCL_2090,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",64.0,,
ACH-001099,KD,KD_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Unknown,Academic lab,,,,,,CVCL_U757,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001100,KHYG,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,"KHYG1, KHYG-1",,lymphocyte,lymphoma_unspecified,,,Unknown,Academic lab,,,,,,CVCL_2976,haematopoietic_and_lymphoid_tissue,,Lymphoma,,,,
ACH-001101,KLM1,KLM1_PANCREAS,,,pancreas,exocrine,exocrine_adenocarcinoma,,Male,RIKEN,,,,,,CVCL_5146,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,
ACH-001106,KOPN8,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330933.0,blood,ALL,b_cell,,Female,DSMZ,0.0,-2.562118624,,,,CVCL_1866,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",0.25,SIDM01034,
ACH-001107,KP1N,KP1N_PANCREAS,,1298216.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,,,,,,,CVCL_3002,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",69.0,SIDM00583,
ACH-001108,KP1NL,KP1NL_PANCREAS,,,pancreas,exocrine,exocrine_adenocarcinoma,,Male,,,,,,,CVCL_3003,pancreas,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",69.0,,
ACH-001109,KPMRTRY,KPMRTRY_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Male,Academic lab,,,,,,CVCL_7051,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001111,L82,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Female,Academic lab,0.0,-2.019867321,,,,CVCL_2098,pleural_effusion,,Lymphoma,T-cell,24.0,,
ACH-001113,LC1SQSF,LC1SQSF_LUNG,LC-1F,,lung,NSCLC,NSCLC_squamous,,Male,RIKEN,,,,,,CVCL_5480,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69.0,SIDM01226,
ACH-001118,M059J,M059J_CENTRAL_NERVOUS_SYSTEM,,949094.0,central_nervous_system,glioma,,,Male,,,,,,,CVCL_0400,central_nervous_system,,Brain Cancer,Glioma,,SIDM00659,
ACH-001119,MAC2A,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Male,Academic lab,0.0,-2.3651763669999997,,,,CVCL_H637,skin,,Lymphoma,T-cell,47.0,,
ACH-001121,MEC2,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,b_cell,,Male,DSMZ,,,,,,CVCL_1871,haematopoietic_and_lymphoid_tissue,,Lymphoma,B-cell,62.0,SIDM00827,
ACH-001122,MKL1,MKL1_SKIN,MKL-1,,skin,merkel_cell_carcinoma,,,Male,Academic lab,,,,,,CVCL_2600,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,,
ACH-001123,MKL2,MKL2_SKIN,MKL-2,,skin,merkel_cell_carcinoma,,,Male,Academic lab,,,,,,CVCL_D027,skin,,Skin Cancer,Merkel Cell Carcinoma,,,
ACH-001125,MOGGCCM,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,,908144.0,central_nervous_system,glioma,,,Unknown,,,,,,,CVCL_2613,central_nervous_system,,Brain Cancer,Glioma,,SIDM00532,
ACH-001126,MOGGUVW,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,,908145.0,central_nervous_system,glioma,,,Male,,,,,,,CVCL_2614,central_nervous_system,,Brain Cancer,Glioma,,SIDM00504,
ACH-001127,MOLT4,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-4,905958.0,blood,ALL,t_cell,,Male,ATCC,0.0,-0.08081855495,,,,CVCL_0013,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19.0,SIDM00145,
ACH-001128,MON,MON_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Male,Academic lab,,,,,,CVCL_M846,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001129,MONOMAC1,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Male,DSMZ,2.0,-1.690840355,Suspension,R10 + 2mM glutamine + 0.1mM NEAA + 1mM Na Pyruvate,53.4,CVCL_1425,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),64.0,SIDM01022,
ACH-001130,MOTN1,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Female,DSMZ,,,,,,CVCL_2127,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,65.0,,
ACH-001131,MSDASH1,MS1_SKIN,MS-1,753594.0,skin,merkel_cell_carcinoma,,,Unknown,Academic lab,,,,,,CVCL_E995,autonomic_ganglia,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00408,
ACH-001132,MTA,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Female,Academic lab,,,,,,CVCL_3032,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,
ACH-001134,MYLA,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Unknown,Academic lab,2.0,-3.915713853,Suspension,RPMI + 2mM Glutamine + 100 U/ml IL-2 + 100 U/ml IL-4 + 10% human AB serum,10.7,,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,
ACH-001136,NCIH187,NCIH187_LUNG,H187,688007.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1501,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00767,
ACH-001137,NCIH1993,NCIH1993_LUNG,H1933,908476.0,lung,NSCLC,NSCLC_adenocarcinoma,,Female,Academic lab,,,,,,CVCL_1512,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00758,
ACH-001138,NCIH2141,NCIH2141_LUNG,H2141,688014.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1534,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),58.0,SIDM00699,
ACH-001142,NHAHTDD,NHAHTDD_PRIMARY,,,engineered_central_nervous_system,,,,Unknown,JCRB,,,,,,CVCL_WS73,central_nervous_system,,Engineered,,,,
ACH-001143,NKL,NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,,,Male,Academic lab,,,,,,,haematopoietic_and_lymphoid_tissue,,Lymphoma,,,,
ACH-001144,OC315,OC315_OVARY,,,ovary,ovary_adenocarcinoma,serous,,Female,ICLC,,,,,,,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",49.0,,
ACH-001145,OC316,OC316_OVARY,,,ovary,ovary_adenocarcinoma,serous,,Female,ICLC,,,,,,CVCL_1618,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, serous",60.0,SIDM00219,
ACH-001146,OCILY10,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Female,,,,,,,CVCL_8795,lymph_node,,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,
ACH-001147,OCILY12,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Male,Academic lab,,,,,,CVCL_8796,lymph_node,,Lymphoma,T-cell,,,
ACH-001148,OCILY132,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Female,Academic lab,,,,,,CVCL_8797,bone_marrow,,Lymphoma,T-cell,,,
ACH-001150,OUMS27,OUMS27_BONE,,,bone,chondrosarcoma,,,Male,HSRRB,,,,,,CVCL_3090,bone,Primary,Bone Cancer,Chondrosarcoma,,,
ACH-001151,OVCAR5,OVCAR5_OVARY,,905969.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,Academic lab,2.0,-6.349089724,Adherent,"RPMI-1640: 95.0%, 5% FBS",16.5,CVCL_1628,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00091,
ACH-001162,PCM6,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Female,RIKEN,,,,,,CVCL_4666,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,,,
ACH-001163,CCLFPEDS0001T,CCLFPEDS0001T_KIDNEY,,,kidney,renal_cell_carcinoma,renal_medullary_carcinoma,,Male,Cancer Cell Line Factory,2.0,-3.882083047,Adherent,RPMI; 10% FBS,10.2,,kidney,Metastasis,Kidney Cancer,Renal Medullary Carcinoma,,,Adherent version of CCLFPEDS0001T
ACH-001164,CCLFPEDS0003T,CCLFPEDS0003T_SOFT_TISSUE,,,soft_tissue,undifferentiated_sarcoma,,,Unknown,Cancer Cell Line Factory,2.0,-2.790578773,Adherent,"Ham F-12: 25.0%, DMEM: 75.0%, Penicillin-Streptomycin: 550.0 ug/mL, Human Insulin: 5.0 ug/mL, Y-27632: 5.0 uM, Cholera toxin: 8.6 ng/mL, L-glutamine: 2.0 mM, EGF: 10.0 ng/mL, Hydrocortisone: 0.4 ug/mL, Fungizone: 0.25 ug/mL, Gentamicin: 10.0 ug/mL",61,,soft_tissue,,Sarcoma,Undifferentiated,,,
ACH-001170,PETA,PETA_SKIN,,,skin,merkel_cell_carcinoma,,,Unknown,Academic lab,,,,,,CVCL_LC73,skin,,Skin Cancer,Merkel Cell Carcinoma,,,
ACH-001171,PL45,PL45_PANCREAS,,,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,,,,,,CVCL_3567,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,SIDM01115,
ACH-001173,R262,R262_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,medulloblastoma,,,Unknown,Academic lab,2.0,-4.926996003,Adherent,D:F10+Glu,7,CVCL_VU83,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001175,RCC4,RCC4_KIDNEY,,,kidney,renal_cell_carcinoma,clear_cell,,Unknown,Academic lab,,,,,,CVCL_0498,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,,
ACH-001182,RPMI6666,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909701.0,unknown,,,,Unknown,ATCC,,,,,,CVCL_1665,haematopoietic_and_lymphoid_tissue,,Unknown,,,SIDM00813,
ACH-001183,RT11284,RT11284_URINARY_TRACT,,,urinary_tract,bladder_carcinoma,,,Female,ECACC,2.0,-2.7666359739999997,Adherent,EMEM; 10% FBS;2mMGlutamax; 1%NEAA,37.6,CVCL_2714,urinary_tract,,Bladder Cancer,Carcinoma,,SIDM01202,
ACH-001184,SCMCRM2,SCMCRM2_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,,PAX3_FKHR,Female,Academic lab,2.0,-2.869363383,Adherent,DMEM + 10% FBS,46.2,CVCL_A667,bone_marrow,Metastasis,Sarcoma,Rhabdomyosarcoma,11.0,,
ACH-001187,SF8657,SF8657_SKIN,,,fibroblast,,,,Male,,,,,,,CVCL_K085,skin,,Fibroblast,,63.0,,
ACH-001188,SHSY5Y,SHSY5Y_AUTONOMIC_GANGLIA,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,Female,ATCC,,,,,,CVCL_0019,bone_marrow,Metastasis,Neuroblastoma,,4.0,SIDM01236,
ACH-001189,SJRH30,SJRH30_SOFT_TISSUE,,909716.0,soft_tissue,rhabdomyosarcoma,,,Male,ATCC,,,,,,CVCL_0041,bone_marrow,Metastasis,Sarcoma,Rhabdomyosarcoma,17.0,SIDM01095,
ACH-001190,SKMEL2,SKMEL2_SKIN,,905955.0,skin,melanoma,,,Male,ATCC,2.0,-3.787826775,Adherent,EMEM;10% FBS;,26.1,CVCL_0069,skin,Metastasis,Skin Cancer,Melanoma,60.0,SIDM00082,
ACH-001192,SKNEP1,SKNEP1_BONE,HTB-48,,bone,Ewing_sarcoma,,EWS_FLI,Female,Academic lab,2.0,-3.319237123,Suspension,D20 + 1% glutamine,43.2,CVCL_0631,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00027,
ACH-001193,SKPNDW,SKPNDW_BONE,,909731.0,bone,Ewing_sarcoma,,EWS_FLI,Male,Academic lab,2.0,-2.3110891280000003,Adherent,D10 + 1% glutamine,31.2,CVCL_1703,Embryonal,,Bone Cancer,Ewings Sarcoma,,SIDM01097,
ACH-001194,SKRC31,SKRC31_KIDNEY,,,kidney,renal_cell_carcinoma,,,Unknown,Academic lab,,,,,,CVCL_6186,lung,Metastasis,Kidney Cancer,Renal Cell Carcinoma,,,
ACH-001196,SMSCTR,SMSCTR_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,embryonal,,Male,Academic lab,2.0,-3.87700055,Adherent,DMEM; 10%FBS,38.2,CVCL_A770,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",1.0,,
ACH-001197,SMZ1,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMZ-1,,lymphocyte,lymphoma_unspecified,,,Male,Academic lab,3.0,-2.843415762,Suspension,R10,24,CVCL_RL84,ascites,,Lymphoma,,,,
ACH-001198,SNB19,SNB19_CENTRAL_NERVOUS_SYSTEM,SNB-19,,central_nervous_system,glioma,glioblastoma,,Male,DSMZ,,,,,,CVCL_0535,central_nervous_system,Primary,Brain Cancer,Glioblastoma,47.0,SIDM00109,
ACH-001199,SNUC2B,SNUC2B_LARGE_INTESTINE,,909740.0,colorectal,colorectal_adenocarcinoma,,,Female,Asterand,,,,,,CVCL_1710,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,43.0,SIDM00781,
ACH-001200,STM9101,STM9101_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Male,Academic lab,,,,,,CVCL_8000,lung,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001201,SUMB002,SUMB002_CENTRAL_NERVOUS_SYSTEM,SUMB002,,central_nervous_system,medulloblastoma,,,Unknown,Academic lab,,,,,,CVCL_VU79,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001203,SUPHD1,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331039.0,lymphocyte,hodgkin_lymphoma,,,Male,DSMZ,,,,,,CVCL_2208,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",37.0,SIDM00422,
ACH-001205,TC32,TC32_BONE,,,bone,Ewing_sarcoma,,EWS_FLI,Female,Academic lab,2.0,-2.061525985,Adherent,RPMI; 10% FBS; 2mM glutamine,42.3,CVCL_7151,bone,,Bone Cancer,Ewings Sarcoma,17.0,,
ACH-001206,TTC466,TCC466_BONE,,,bone,Ewing_sarcoma,,,Unknown,,,,,,,CVCL_A444,bone,,Bone Cancer,Ewings Sarcoma,,,
ACH-001207,TIG3TD,TIG3TD_FIBROBLAST,,,fibroblast,fibroblast_lung,,,Unknown,Academic lab,,,,,,CVCL_V617,fibroblast,,Fibroblast,Lung,,,
ACH-001208,TK10,TK10_KIDNEY,,905980.0,kidney,,,,Male,,,,,,,CVCL_1773,kidney,,Kidney Cancer,,,SIDM00113,
ACH-001210,TTC1240,TTC1240_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Female,Academic lab,,,,,,CVCL_8002,central_nervous_system,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001211,TTC549,TTC549_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Female,Academic lab,2.0,-3.023630757,Adherent,R10,29.2,CVCL_8005,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001212,TTC642,TTC642_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Female,Academic lab,2.0,-2.167466808,Adherent,R10,56.2,CVCL_8006,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001214,U138MG,U138MG_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,,,Male,ATCC,,,,,,CVCL_0020,central_nervous_system,,Brain Cancer,Glioma,50.0,SIDM01192,
ACH-001224,UMRC2,UMRC2_KIDNEY,,,kidney,renal_cell_carcinoma,,,Unknown,,,,,,,CVCL_2739,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,
ACH-001225,UMRC6NEO,UMRC6_KIDNEY,,,kidney,renal_cell_carcinoma,,,Unknown,,,,,,,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,
ACH-001227,UPCISCC090,UPCISCC090_UPPER_AERODIGESTIVE_TRACT,"UPCISCC090, UPCI:SCC090,  UPCI-SCC-090",1299052.0,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Male,DSMZ,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",44.0,SIDM00399,
ACH-001228,UPCISCC152,UPCISCC152_UPPER_AERODIGESTIVE_TRACT,"UPCISCC152, UPCI:SCC152",,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Male,Academic lab,2.0,-3.1192904130000003,,"EMEM; 10% FBS, 2mMGlutamax-1",NO VALUES 8.16.16,CVCL_C058,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00398,
ACH-001230,UT7,UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Male,DSMZ,,,,,,CVCL_2233,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),64.0,,
ACH-001232,UW228,UW228_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,medulloblastoma,,non_MYC,Female,Academic lab,1.0,-4.502279252,Adherent,D:F10+Glu,12.3,CVCL_8585,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001233,VMRCLCD,VMRCLCD_LUNG,,713869.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,HSRRB,,,,,,CVCL_1787,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00320,
ACH-001234,VMRCLCP,VMRCLCP_LUNG,,,lung,NSCLC,NSCLC_squamous,,Unknown,HSRRB,,,,,,CVCL_1788,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,
ACH-001239,WM2664,WM2664_SKIN,,,skin,melanoma,,,Female,ATCC,2.0,-4.2613783,Adherent,DMEM; 10% FBS,28.5,CVCL_2765,skin,Metastasis,Skin Cancer,Melanoma,58.0,SIDM00979,
ACH-001249,YMB1,YMB1_BREAST,,,breast,breast_carcinoma,,,Female,HSRRB,,,,,,CVCL_2814,ascites,Metastasis,Breast Cancer,Carcinoma,63.0,SIDM01260,
ACH-001270,127399,127399_SOFT_TISSUE,,,soft_tissue,synovial_sarcoma,,,Unknown,Academic lab,0.0,-1.92263337,,,,,soft_tissue,,Sarcoma,Synovial,,,
ACH-001272,FUJI,FUJI_SOFT_TISSUE,,,soft_tissue,synovial_sarcoma,,,Female,Academic lab,,,,,,,soft_tissue,,Sarcoma,Synovial,,,
ACH-001274,SW982,SW982_SOFT_TISSUE,,909759.0,soft_tissue,synovial_sarcoma,,,Female,Academic lab,2.0,-3.0987939110000005,Adherent,D20+1mM Sodium pyruvate,17,,soft_tissue,,Sarcoma,Synovial,,SIDM01161,
ACH-001275,SYO1,SYO1_SOFT_TISSUE,,,soft_tissue,synovial_sarcoma,,,Female,Academic lab,2.0,-2.9637007769999997,Adherent,D20+1mM Sodium pyruvate,16.7,,soft_tissue,,Sarcoma,Synovial,,,
ACH-001277,YAMATO,YAMATO_SOFT_TISSUE,,,soft_tissue,synovial_sarcoma,,,Unknown,Academic lab,2.0,-2.6551439930000003,Adherent,D20+1mM Sodium pyruvate,19,CVCL_6C44,soft_tissue,Metastasis,Sarcoma,Synovial,,,
ACH-001278,BIN67,BIN67_OVARY,,,ovary,SCCOHT,,,Female,Academic lab,2.0,-3.738484567,Adherent,"20% FBS, 40% DMEM, 40% DMEM/F12",57,CVCL_S987,bone,Metastasis,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,
ACH-001279,SCCOHT1,SCCOHT1_OVARY,,,ovary,SCCOHT,,,Unknown,Academic lab,2.0,-3.55245701,Adherent,"10% FBS, 90% RPMI + L-glut",59,,ovary,,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,
ACH-001280,SCS214,SCS214_SOFT_TISSUE,,,soft_tissue,synovial_sarcoma,,,Unknown,Academic lab,2.0,-2.572661292,Adherent,D20+SP,52.8,,soft_tissue,,Sarcoma,Synovial,,,
ACH-001282,CHLA258,CHLA258_BONE,,,bone,Ewing_sarcoma,,EWS_FLI,Female,Children's Oncology Group,,,,,,CVCL_A058,bone,,Bone Cancer,Ewings Sarcoma,,,
